Drone_X,Drone_Y,Drone_Z,Anchor1_Azimuth,Anchor1_Elevation,Anchor1_RSSI,Anchor2_Azimuth,Anchor2_Elevation,Anchor2_RSSI,Intersection_X,Intersection_Y,Intersection_Z
0.0,-0.6,-0.72,0.0,-51.0,-56,66.0,-7.0,-84,0.09595604855216355,-0.964989005686022,0.6084122088836583
0.0,-0.6,-0.72,0.0,-51.0,-57,66.0,-8.0,-80,0.08769937786243243,-0.9840890301747327,0.6560193034289479
0.0,-0.6,-0.72,0.0,-51.0,-57,65.0,-8.0,-84,0.09828721384806283,-1.0188021178969884,0.6683138590489986
0.0,-0.6,-0.72,0.0,-51.0,-57,64.0,-8.0,-83,0.10950954549056546,-1.0531167925359726,0.6804245443707232
0.0,-0.6,-0.72,0.0,-51.0,-57,65.0,-4.0,-84,0.13449095154230606,-0.9404546371238085,0.4804041010351036
0.0,-0.6,-0.72,0.0,-51.0,-57,66.0,-1.0,-84,0.15052676699175271,-0.8513875355415391,0.3352042727181067
0.0,-0.6,-0.72,0.0,-51.0,-57,66.0,-2.0,-81,0.14087692381383587,-0.8701840054110943,0.3792792849577294
0.0,-0.6,-0.72,0.0,-51.0,-58,66.0,-3.0000000000000004,-83,0.13143832101300723,-0.8890393221589348,0.4239318958030181
0.0,-0.6,-0.72,0.0,-51.0,-57,67.0,-4.0,-82,0.11055105698347822,-0.874989393507883,0.45774724137881734
0.0,-0.6,-0.72,0.0,-50.0,-58,67.0,-5.0,-84,0.09778320010553965,-0.9067543276188987,0.5045617728278351
0.0,-0.6,-0.72,0.0,-51.0,-57,67.0,-3.0000000000000004,-86,0.11937569159766914,-0.8565812698602309,0.41269443503511266
0.0,-0.6,-0.72,0.0,-51.0,-56,68.0,-1.0,-84,0.1254780187453055,-0.787938818585747,0.31310860846093724
0.0,-0.6,-0.72,0.0,-50.0,-57,68.0,-1.0,-86,0.12189016449068446,-0.7996207704523566,0.31533559470093764
