drone_x,drone_y,drone_z,peer_mac,avg_real_azimuth,avg_experimental_azimuth,avg_real_elevation,avg_experimental_elevation,mean_azimuth_error,mean_elevation_error
1.8,-1.2,-0.72,20BA369AFC6B,45.0,51.64715189873418,-22.989767773608854,-26.365506329113924,6.647151898734177,3.37573855550507
1.8,-0.6,-0.72,20BA36977463,-71.56505117707798,-70.9570747217806,-20.780417487663584,-23.50079491255962,0.9799751437285685,2.7203774248960344
1.8,-0.6,-0.72,20BA369AFC6B,63.434948822922,73.44600938967136,-28.220512053403727,-33.64319248826291,10.011060566749352,5.422680434859184
2.4,-6.6,-0.72,20BA36977463,-19.98310652189997,-15.212820512820512,-5.853678490703383,-3.6435897435897435,4.770286009079457,2.2235953479717887
2.4,-6.6,-0.72,20BA369AFC6B,5.194428907734789,-3.2447013487475913,-6.200460431736468,7.749518304431599,8.43913025648238,13.949978736168068
2.4,-6.0,-0.72,20BA36977463,-21.801409486351815,-31.528523489932887,-6.357515056182176,18.110738255033556,9.727114003581072,24.468253311215733
2.4,-6.0,-0.72,20BA369AFC6B,5.710593137499643,-8.37568058076225,-6.809133658307788,16.72595281306715,14.086273718261895,23.53508647137494
2.4,-5.4,-0.72,20BA36977463,-23.96248897457815,-23.104166666666668,-6.946765292343983,33.02291666666667,1.206717050247465,39.96968195901065
2.4,-5.4,-0.72,20BA369AFC6B,6.340191745909891,-3.352836879432624,-7.548729802148626,-1.4680851063829787,9.693028625342516,6.094137890061412
2.4,-4.8,-0.72,20BA36977463,-26.565051177077976,-21.11037527593819,-7.641405059952685,0.4503311258278146,5.454675901139787,8.14413689006473
2.4,-4.8,-0.72,20BA369AFC6B,7.125016348901795,0.24790619765494137,-8.465848238967707,-7.581239530988275,6.877110151246853,1.1971408536229315
2.4,-4.2,-0.72,20BA36977463,-29.744881296942253,-22.921875,-8.465848238967707,-5.083333333333333,6.841395423079475,3.3880789864784604
2.4,-4.2,-0.72,20BA369AFC6B,8.13010235415598,0.5599284436493739,-9.6316519614038,-9.722719141323793,7.570173910506607,0.6151718841099987
2.4,-3.6,-0.72,20BA36977463,-33.69006752597977,-31.025188916876573,-9.448016435202305,-10.2367758186398,2.769050444229476,1.0836178893689705
2.4,-3.6,-0.72,20BA369AFC6B,9.462322208025626,6.016483516483516,-11.159936872185444,-10.098901098901099,3.445838691542109,1.2276400480363017
2.4,-3.0,-0.72,20BA36977463,-38.65980825409009,-39.208333333333336,-10.614591467407536,-9.944444444444445,0.7669814578835568,0.8407164374589208
